model,alpha_monthly,alpha_annual,alpha_tstat,alpha_pval,market_beta,r_squared
CAPM,0.04754817800602444,0.5705781360722932,7.760659425186773,8.448892279471796e-15,1.5751295927896825,0.6784065677497941
