side,mean_turnover,median_turnover,std_turnover,min_turnover,max_turnover,avg_holding_months,mean_jaccard
Long,0.2966386880511952,0.2880071905495634,0.062162757094260994,0.23131672597864772,1.0,3.3711044455112193,0.5459200914048475
Short,0.3024084840001285,0.29385780349354546,0.07259036804118107,0.19490254872563717,1.0,3.3067855331716656,0.5402623396917188
